fid,ID,AREA,BLOCK,BG,TRACT,COUNTY,MSA,POPULATION,MALE,FEMALE,AGE_0_5,AGE_5_9,AGE_10_14,AGE_15_19,AGE_20_24,AGE_25_34,AGE_35_44,AGE_45_54,AGE_55_59,AGE_60_64,AGE_65_74,AGE_75_84,AGE_85,MEDIAN_AGE,AGE_18,MALE_18,FEMALE_18,AGE_21,AGE_62,AGE_65,MALE_65,FEMALE_65,F1_RACE,WHITE,BLACK,AMINDIAN,ASIAN,HAWAIIAN,OTHER_RACE,F2_RACES,AP_WHITE,AP_BLACK,AP_AMINDIA,AP_ASIAN,AP_HAWAIIA,AP_OTHER,AP_HISPANI,NOT_HISPAN,NH_WHITE,IN_HOUSEHO,GROUP_QUAR,GQ_INSTITU,GQ_NONINST,HOUSEHOLDS,HH_FAMILY,HH_NONFAMI,AVG_HHSIZE,AVG_FAMSIZ,HSNG_UNITS,HU_OCCUPIE,HU_VACANT,OCCHU_OWNE,OCCHU_RENT,OWNER_SIZE,RENTER_SIZ,DENSITY,BURGLARY,ASSAULT,THEFT,BURG_D,ASSALT_D,THEFT_D,lon,lat
"139",683588,0,"390610033002014","390610033002","39061003300","39061","1640",27,17,10,1,1,1,0,8,11,4,1,0,0,0,0,0,25.8,24,16,8,21,0,0,0,0,27,23,3,0,1,0,0,0,23,3,0,1,0,0,0,27,23,27,0,0,0,16,4,12,1.69,2.5,30,16,14,0,16,0,1.69,6312.6006,"0","7","6",0,1,1,-84.5098699851309,39.1294996817621
"140",683606,0,"390610033002006","390610033002","39061003300","39061","1640",126,82,44,3,1,4,22,48,30,9,1,0,0,6,1,1,22.9,116,74,42,81,8,8,5,3,121,86,27,0,7,0,1,5,88,27,0,10,0,6,1,125,86,126,0,0,0,69,10,59,1.83,3.1,77,69,8,7,62,2.14,1.79,31762.3412,"0","2","3",0,1,1,-84.5106148321626,39.1308210739362
"141",683623,0,"390610033002007","390610033002","39061003300","39061","1640",39,22,17,0,0,0,3,22,5,2,5,1,0,1,0,0,21.9,38,21,17,27,1,1,1,0,39,30,9,0,0,0,0,0,30,9,0,0,0,0,0,39,30,39,0,0,0,21,4,17,1.86,3,21,21,0,0,21,0,1.86,8925.1414,"1","2","7",1,1,1,-84.5097430008179,39.1307599988087
"142",683641,0,"390610033002008","390610033002","39061003300","39061","1640",73,45,28,2,0,3,14,17,23,9,3,2,0,0,0,0,25.1,66,40,26,47,0,0,0,0,70,55,12,0,2,0,1,3,58,14,0,3,0,1,1,72,55,73,0,0,0,36,7,29,2.03,2.43,40,36,4,1,35,4,1.97,19615.1423,"0","5","2",0,1,1,-84.508898224803,39.1306863669152
"143",683658,0,"390610033002005","390610033002","39061003300","39061","1640",105,56,49,4,3,2,9,55,14,7,4,4,0,2,1,0,23,95,55,40,77,3,3,2,1,102,58,29,0,12,0,3,3,60,30,0,12,0,6,4,101,58,105,0,0,0,50,11,39,2.1,2.64,62,50,12,2,48,2.5,2.08,28178.8347,"5","4","5",1,1,1,-84.5104987315722,39.1320863656313
"144",683676,0,"390610033002004","390610033002","39061003300","39061","1640",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","1","3",0,1,1,-84.5096371011865,39.132033745099
"145",683695,0,"390610033002003","390610033002","39061003300","39061","1640",69,43,26,1,3,1,4,31,14,7,3,1,0,1,3,0,23.9,64,42,22,51,4,4,3,1,65,40,25,0,0,0,0,4,42,27,3,1,0,0,0,69,40,69,0,0,0,40,4,36,1.73,3,46,40,6,3,37,2.33,1.68,19013.5995,"0","1","2",0,1,1,-84.5088191910519,39.1319457128274
"146",683712,0.03,"390610030003002","390610030003","39061003000","39061","1640",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0","0",0,0,0,-84.5166369549979,39.1362986513229
"147",683730,0.04,"390610030002001","390610030002","39061003000","39061","1640",1108,638,470,37,28,10,249,412,251,71,30,8,6,3,2,1,21.8,1029,600,429,618,10,6,2,4,1072,435,244,1,372,5,15,36,459,254,4,387,5,37,24,1084,422,685,423,0,423,356,119,237,1.92,2.69,362,356,6,2,354,1.5,1.93,27691.1011,"0","0","0",0,0,0,-84.5127922629224,39.1341965661959
"148",697320,0.01,"390610021002005","390610021002","39061002100","39061","1640",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0","2",0,0,1,-84.5009418476036,39.1255200924749
"149",697337,0,"390610033001012","390610033001","39061003300","39061","1640",27,9,18,0,1,0,1,3,11,6,2,0,1,1,0,1,32.5,25,7,18,25,3,2,1,1,27,13,14,0,0,0,0,0,13,14,0,0,0,0,0,27,13,27,0,0,0,24,2,22,1.13,2,32,24,8,1,23,1,1.13,6204.9883,"0","0","0",0,0,0,-84.5024661209724,39.1277144695004
"150",697355,0,"390610033001010","390610033001","39061003300","39061","1640",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,"0","0","0",0,0,0,-84.5022399712157,39.1283054567836
"151",697372,0.01,"390610034002012","390610034002","39061003400","39061","1640",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0","0",0,0,0,-84.5008806188679,39.1278061846917
"152",697392,0.01,"390610033001007","390610033001","39061003300","39061","1640",138,74,64,7,8,1,6,35,26,16,17,5,8,6,3,0,30,119,64,55,109,13,9,3,6,137,51,80,0,4,0,2,1,52,81,0,4,0,2,6,132,48,138,0,0,0,83,26,57,1.66,2.62,92,83,9,9,74,2.56,1.55,10556.7195,"2","1","1",1,1,1,-84.5037576408659,39.1294475280905
"153",697411,0,"390610033001006","390610033001","39061003300","39061","1640",81,42,39,7,10,9,3,17,8,10,9,2,3,3,0,0,23.6,52,27,25,47,4,3,1,2,81,10,71,0,0,0,0,0,10,71,0,0,0,0,0,81,10,81,0,0,0,23,16,7,3.52,4.25,30,23,7,6,17,3.83,3.41,23024.8535,"0","0","1",0,0,1,-84.5035665089874,39.131164211807
"154",697428,0,"390610032002017","390610032002","39061003200","39061","1640",40,21,19,3,2,1,3,15,6,0,4,2,2,2,0,0,24,33,16,17,26,4,2,1,1,40,15,25,0,0,0,0,0,15,25,0,0,0,0,0,40,15,40,0,0,0,22,5,17,1.82,3,22,22,0,1,21,2,1.81,16878.2214,"0","0","2",0,0,1,-84.5045596671554,39.1326766666752
"155",697446,0,"390610033001001","390610033001","39061003300","39061","1640",44,24,20,3,0,5,1,8,5,7,7,0,0,2,5,1,34.5,35,19,16,35,8,8,4,4,43,5,34,0,0,0,4,1,5,34,0,0,1,5,1,43,5,44,0,0,0,17,11,6,2.59,3,18,17,1,4,13,3.5,2.31,12002.0838,"0","0","2",0,0,1,-84.5034930002611,39.1318600014245
"156",697463,0,"390610032002019","390610032002","39061003200","39061","1640",100,50,50,5,4,6,10,33,13,13,7,3,1,3,1,1,23,79,40,39,66,6,5,1,4,100,38,59,0,3,0,0,0,38,59,0,3,0,0,0,100,38,100,0,0,0,46,16,30,2.17,3.13,50,46,4,4,42,2.5,2.14,24662.0841,"1","0","2",1,0,1,-84.503432041098,39.1325910517413
"157",697481,0.01,"390610033001011","390610033001","39061003300","39061","1640",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0","1",0,0,1,-84.5023424268654,39.1295769034077
"158",697498,0.01,"390610033001000","390610033001","39061003300","39061","1640",193,72,121,8,18,12,8,13,30,27,27,14,8,17,8,3,39.8,150,57,93,144,33,28,6,22,188,11,174,0,0,0,3,5,11,179,3,0,0,5,4,189,11,193,0,0,0,108,38,70,1.79,2.74,115,108,7,5,103,3,1.73,22368.6271,"1","0","1",1,0,1,-84.5020578084883,39.1314771664673
"159",697517,0,"390610032002020","390610032002","39061003200","39061","1640",50,28,22,1,6,3,2,11,9,10,3,1,1,1,2,0,26,38,20,18,35,4,3,0,3,50,18,32,0,0,0,0,0,18,32,0,0,0,0,3,47,18,50,0,0,0,20,7,13,2.5,3.43,21,20,1,4,16,3.5,2.25,15171.3464,"1","3","0",1,1,0,-84.5020046111589,39.1325461434691
"160",697534,0.01,"390610034002005","390610034002","39061003400","39061","1640",34,15,19,0,0,2,2,6,6,2,4,3,1,5,2,1,37.5,30,14,16,29,9,8,4,4,33,9,23,1,0,0,0,1,10,24,2,0,0,0,0,34,9,34,0,0,0,20,8,12,1.7,2.38,20,20,0,0,20,0,1.7,3035.2329,"0","0","1",0,0,1,-84.500510440085,39.1315386206827
"161",697553,0.01,"390610032002008","390610032002","39061003200","39061","1640",50,30,20,0,4,3,0,18,6,6,6,3,1,2,1,0,26,43,25,18,37,4,3,1,2,50,12,36,1,1,0,0,0,12,36,1,1,0,0,1,49,11,50,0,0,0,21,7,14,2.38,3.71,27,21,6,4,17,5.25,1.71,9965.0563,"0","0","1",0,0,1,-84.5078869123551,39.1331838609026
"162",697572,0,"390610032002006","390610032002","39061003200","39061","1640",69,42,27,3,3,5,3,19,12,12,7,0,1,3,1,0,25.4,57,31,26,52,5,4,2,2,68,16,45,0,7,0,0,1,17,45,0,8,0,0,0,69,16,69,0,0,0,35,9,26,1.97,2.67,40,35,5,6,29,2,1.97,15926.4729,"0","0","0",0,0,0,-84.5085430010269,39.1345099986165
"163",697590,0,"390610032002005","390610032002","39061003200","39061","1640",61,28,33,3,7,3,4,9,11,13,4,0,4,1,2,0,28.5,45,19,26,42,5,3,0,3,59,15,44,0,0,0,0,2,17,46,0,0,0,0,0,61,15,61,0,0,0,25,14,11,2.44,2.86,27,25,2,8,17,1.63,2.82,17524.9649,"0","0","0",0,0,0,-84.5077238517314,39.1344720554125
"164",697608,0.03,"390610032001006","390610032001","39061003200","39061","1640",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0","1",0,0,1,-84.5075182185221,39.136212777777
"165",697632,0.01,"390610032002004","390610032002","39061003200","39061","1640",53,30,23,2,2,4,2,13,14,5,3,2,2,3,1,0,26.8,44,22,22,43,6,4,2,2,53,17,34,0,2,0,0,0,17,34,0,2,0,0,0,53,17,53,0,0,0,24,8,16,2.21,3.25,28,24,4,3,21,4.33,1.9,6263.9059,"1","0","0",1,0,0,-84.5064609436471,39.1344430049758
"166",697652,0,"390610032002011","390610032002","39061003200","39061","1640",10,6,4,0,0,0,0,1,6,1,0,0,1,1,0,0,31,10,6,4,9,2,1,1,0,10,7,3,0,0,0,0,0,7,3,0,0,0,0,0,10,7,10,0,0,0,4,3,1,2.5,2.33,6,4,2,1,3,3,2.33,5745.7963,"0","0","0",0,0,0,-84.5053564756041,39.1333784400261
"167",697669,0,"390610032002012","390610032002","39061003200","39061","1640",28,15,13,2,3,2,3,2,4,8,2,0,0,1,1,0,29,20,10,10,18,2,2,0,2,28,4,24,0,0,0,0,0,4,24,0,0,0,0,0,28,4,28,0,0,0,10,7,3,2.8,3.29,11,10,1,5,5,3.2,2.4,12498.4938,"0","0","0",0,0,0,-84.5053016783475,39.1340365839416
"168",697687,0,"390610032002003","390610032002","39061003200","39061","1640",27,10,17,0,2,3,2,11,3,1,3,0,1,0,1,0,22.2,21,9,12,18,2,1,0,1,26,10,16,0,0,0,0,1,11,16,1,0,0,0,0,27,10,27,0,0,0,12,4,8,2.25,3.25,16,12,4,1,11,4,2.09,12792.2919,"0","0","0",0,0,0,-84.5051930005361,39.1347600000158
"169",697704,0,"390610032001007","390610032001","39061003200","39061","1640",94,39,55,5,1,0,3,38,37,4,4,0,0,2,0,0,25,88,38,50,82,2,2,2,0,91,53,12,0,26,0,0,3,56,14,2,27,0,0,1,93,52,94,0,0,0,68,9,59,1.38,2.67,68,68,0,0,68,0,1.38,45600.0576,"0","0","0",0,0,0,-84.5046934821564,39.1352469390045
"170",697723,0.01,"390610032001005","390610032001","39061003200","39061","1640",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0","1",0,0,1,-84.5046597931203,39.1360114889907
"171",697743,0.01,"390610032001001","390610032001","39061003200","39061","1640",35,21,14,2,3,2,1,6,8,5,2,1,2,1,1,1,30.5,28,14,14,27,5,3,1,2,30,5,21,0,4,0,0,5,6,22,0,8,0,4,0,35,5,35,0,0,0,14,8,6,2.5,3,15,14,1,5,9,1.8,2.89,5510.4161,"0","0","0",0,0,0,-84.5084094593814,39.1407358551054
"172",697760,0.12,"390610032001000","390610032001","39061003200","39061","1640",329,220,109,10,5,11,10,46,69,49,48,15,10,27,25,4,38.5,297,202,95,290,62,56,43,13,317,148,122,0,44,0,3,12,155,128,1,50,0,9,2,327,148,228,101,101,0,133,43,90,1.71,2.79,150,133,17,26,107,2.27,1.58,2794.7365,"2","4","33",1,1,1,-84.5053289093827,39.1399141806402
"173",697792,0,"390610032002016","390610032002","39061003200","39061","1640",60,24,36,1,7,13,10,2,7,9,3,2,3,1,2,0,19,32,11,21,28,6,3,1,2,60,7,53,0,0,0,0,0,7,53,0,0,0,0,0,60,7,60,0,0,0,17,13,4,3.53,4.23,21,17,4,4,13,3,3.69,34474.8115,"0","1","2",0,1,1,-84.5045295252496,39.1333415605934
"174",697810,0,"390610032002013","390610032002","39061003200","39061","1640",37,17,20,7,3,3,0,4,8,4,2,2,1,1,2,0,26.5,24,11,13,24,4,3,0,3,36,6,30,0,0,0,0,1,6,31,0,0,1,0,0,37,6,37,0,0,0,16,8,8,2.31,3.25,19,16,3,4,12,3.5,1.92,15612.5144,"0","0","1",0,0,1,-84.5044596671555,39.133976666675
"175",697827,0,"390610032002002","390610032002","39061003200","39061","1640",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0","0",0,0,0,-84.5043665302646,39.1347168628368
"176",697845,0,"390610032002015","390610032002","39061003200","39061","1640",107,50,57,13,4,4,13,14,23,9,16,2,3,6,0,0,25.7,81,35,46,71,6,6,2,4,105,9,96,0,0,0,0,2,10,98,1,0,0,0,0,107,9,107,0,0,0,61,20,41,1.75,2.85,63,61,2,2,59,2,1.75,35895.2371,"0","0","1",0,0,1,-84.5033487970131,39.1332295670272
"177",697862,0,"390610032002014","390610032002","39061003200","39061","1640",33,15,18,0,0,0,0,12,18,1,1,0,0,1,0,0,27.5,33,15,18,33,1,1,1,0,32,16,7,0,9,0,0,1,17,8,0,9,0,0,0,33,16,33,0,0,0,27,3,24,1.22,2,28,27,1,0,27,0,1.22,7649.6439,"0","0","3",0,0,1,-84.5033166768957,39.133914507845
"178",697880,0,"390610032002001","390610032002","39061003200","39061","1640",23,15,8,1,0,0,1,4,6,2,3,0,0,3,3,0,32.5,22,14,8,19,6,6,2,4,19,3,16,0,0,0,0,4,7,16,0,0,0,4,0,23,3,23,0,0,0,12,4,8,1.92,2.75,14,12,2,7,5,1.86,2,6030.4194,"0","0","2",0,0,1,-84.5032200229483,39.1346561180899
"179",697897,0,"390610032001008","390610032001","39061003200","39061","1640",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0","0",0,0,0,-84.5031358840591,39.1351652918765
"180",707099,0.01,"390610037003006","390610037003","39061003700","39061","1640",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","7","3",0,1,1,-84.4848256848289,39.1300053106119
"181",707117,0,"390610036001008","390610036001","39061003600","39061","1640",20,11,9,1,0,2,0,2,2,1,5,2,0,1,2,2,47.3,17,9,8,15,5,5,2,3,20,0,20,0,0,0,0,0,0,20,0,0,0,0,0,20,0,20,0,0,0,10,4,6,2,3.25,17,10,7,2,8,4,1.5,4822.2972,"0","4","0",0,1,0,-84.4861430001345,39.1322100012477
"182",707135,0,"390610036001002","390610036001","39061003600","39061","1640",5,1,4,0,0,2,1,0,0,1,0,0,0,0,0,1,15.5,2,0,2,2,1,1,0,1,5,0,5,0,0,0,0,0,0,5,0,0,0,0,0,5,0,5,0,0,0,2,1,1,2.5,4,2,2,0,2,0,2.5,0,4920.2886,"0","0","0",0,0,0,-84.4853509994871,39.1331746673619
"183",707151,0.01,"390610037003002","390610037003","39061003700","39061","1640",33,11,22,1,6,3,3,0,6,3,3,1,1,4,0,2,30.5,21,8,13,20,7,6,3,3,33,0,33,0,0,0,0,0,0,33,0,0,0,0,3,30,0,33,0,0,0,14,8,6,2.36,3.25,30,14,16,4,10,2,2.5,5240.2265,"0","0","4",0,0,1,-84.4846730501554,39.1312331483164
"184",707171,0,"390610036001005","390610036001","39061003600","39061","1640",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,"0","0","0",0,0,0,-84.4848151092758,39.1321002037191
"185",707192,0,"390610036001007","390610036001","39061003600","39061","1640",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,"0","0","0",0,0,0,-84.4849643337218,39.1326286665936
"186",707208,0,"390610036001004","390610036001","39061003600","39061","1640",3,1,2,0,1,0,0,0,1,1,0,0,0,0,0,0,26.5,2,0,2,2,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,0,0,1,1,0,3,3,1,1,0,0,1,0,3,2138.8145,"0","1","0",0,1,0,-84.484127332802,39.132322667547
"187",707224,0,"390610036002004","390610036002","39061003600","39061","1640",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0","0",0,0,0,-84.4922837632408,39.1349525509326
"188",707242,0,"390610034001007","390610034001","39061003400","39061","1640",2,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,69,2,0,2,2,1,1,0,1,2,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2,0,0,0,1,0,1,2,0,1,1,0,1,0,2,0,650.2932,"0","0","0",0,0,0,-84.4919471211002,39.1361557840276
"189",707261,0.01,"390610036002003","390610036002","39061003600","39061","1640",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0","0",0,0,0,-84.49123498764,39.1353231562004
"190",707279,0,"390610067001010","390610067001","39061006700","39061","1640",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0","0",0,0,0,-84.4909490623088,39.1364084866237
"191",707297,0.01,"390610036002006","390610036002","39061003600","39061","1640",160,68,92,5,12,3,11,14,22,26,23,8,8,14,13,1,39,132,56,76,129,32,28,12,16,157,0,153,0,0,0,4,3,2,156,3,0,0,5,0,160,0,160,0,0,0,95,32,63,1.68,2.59,105,95,10,4,91,2.25,1.66,12689.6134,"0","3","4",0,1,1,-84.4899366758633,39.1336856613013
"192",707320,0.01,"390610036002007","390610036002","39061003600","39061","1640",3,1,2,0,0,0,1,0,0,0,2,0,0,0,0,0,46.5,2,1,1,2,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,0,0,1,1,0,3,3,1,1,0,0,1,0,3,298.4113,"0","0","0",0,0,0,-84.4896105207715,39.1343911345363
"193",707340,0.03,"390610036002002","390610036002","39061003600","39061","1640",109,49,60,9,26,11,16,3,16,17,6,2,2,1,0,0,16.9,50,19,31,46,2,1,0,1,109,0,109,0,0,0,0,0,0,109,0,0,0,0,0,109,0,109,0,0,0,34,28,6,3.21,3.54,46,34,12,9,25,2.89,3.32,4125.8625,"0","1","2",0,1,1,-84.4884830911757,39.1363535977818
"194",707365,0.01,"390610067001007","390610067001","39061006700","39061","1640",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0","0",0,0,0,-84.4907824697032,39.1373880155283
"195",707382,0.01,"390610067001005","390610067001","39061006700","39061","1640",149,78,71,8,13,18,16,11,20,23,15,7,6,5,6,1,29.5,97,44,53,92,14,12,6,6,149,2,147,0,0,0,0,0,2,147,0,0,0,0,0,149,2,149,0,0,0,62,34,28,2.4,3.29,74,62,12,23,39,2.57,2.31,19678.1357,"1","3","1",1,1,1,-84.4903056750161,39.14017026808
"196",707402,0.02,"390610067001008","390610067001","39061006700","39061","1640",27,13,14,5,4,1,4,2,3,6,1,0,0,1,0,0,18.8,15,7,8,13,1,1,1,0,27,1,26,0,0,0,0,0,1,26,0,0,0,0,0,27,1,27,0,0,0,10,7,3,2.7,3.14,12,10,2,0,10,0,2.7,1123.5003,"1","0","0",1,0,0,-84.4885937574501,39.138165088175
"197",707424,0.01,"390610067001009","390610067001","39061006700","39061","1640",28,14,14,1,2,4,3,1,3,7,2,1,3,1,0,0,35,18,12,6,18,3,1,0,1,28,1,27,0,0,0,0,0,1,27,0,0,0,0,0,28,1,28,0,0,0,15,7,8,1.87,2.57,20,15,5,5,10,1.2,2.2,3626.9663,"0","0","1",0,0,1,-84.4891204682814,39.1393069283636
"198",707443,0.01,"390610067001004","390610067001","39061006700","39061","1640",111,59,52,6,17,13,12,5,17,14,12,4,2,5,4,0,25.8,66,33,33,59,11,9,5,4,111,4,107,0,0,0,0,0,4,107,0,0,0,0,0,111,4,111,0,0,0,34,27,7,3.26,3.56,43,34,9,14,20,2.71,3.65,16117.6625,"0","0","0",0,0,0,-84.4886408504261,39.1402245174022
"199",707461,0,"390610036002008","390610036002","39061003600","39061","1640",25,10,15,0,0,0,0,2,2,6,3,6,1,3,1,1,52.5,25,10,15,25,5,5,1,4,25,1,24,0,0,0,0,0,1,24,0,0,0,0,0,25,1,25,0,0,0,24,1,23,1.04,2,30,24,6,0,24,0,1.04,7760.281,"1","1","2",1,1,1,-84.4878816952554,39.1344126839811
"200",707480,0,"390610036002009","390610036002","39061003600","39061","1640",35,10,25,4,7,3,2,5,3,1,5,1,0,1,1,2,21.8,20,6,14,19,4,4,2,2,35,0,35,0,0,0,0,0,0,35,0,0,0,0,0,35,0,35,0,0,0,15,12,3,2.33,2.58,33,15,18,3,12,1.67,2.5,7242.9872,"1","2","1",1,1,1,-84.4874326544718,39.1349783922299
"201",707499,0.01,"390610036002001","390610036002","39061003600","39061","1640",132,52,80,15,6,7,11,22,10,20,16,6,7,7,5,0,27,99,34,65,89,16,12,3,9,130,0,130,0,0,0,0,2,0,132,1,0,0,1,2,130,0,132,0,0,0,64,30,34,2.06,3.03,72,64,8,11,53,3.18,1.83,12916.6618,"0","2","1",0,1,1,-84.4866477370446,39.1365129709134
"202",707518,0.02,"390610036002000","390610036002","39061003600","39061","1640",226,84,142,30,27,47,19,13,32,26,9,4,2,8,6,3,17,109,30,79,102,18,17,0,17,220,4,216,0,0,0,0,6,5,221,0,5,5,1,1,225,4,226,0,0,0,84,57,27,2.69,3.32,102,84,18,6,78,2.67,2.69,14177.4841,"2","3","2",1,1,1,-84.4856149045804,39.1357001867802
"203",707538,0.01,"390610067004008","390610067004","39061006700","39061","1640",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0","1",0,0,1,-84.4881692754425,39.1413585851905
"204",707559,0,"390610067001003","390610067001","39061006700","39061","1640",13,6,7,0,3,2,0,0,4,1,1,0,2,0,0,0,30.5,8,2,6,8,2,0,0,0,13,0,13,0,0,0,0,0,0,13,0,0,0,0,0,13,0,13,0,0,0,6,3,3,2.17,3.33,6,6,0,1,5,1,2.4,4744.6508,"0","0","0",0,0,0,-84.487247279356,39.1404090992048
"205",707578,0,"390610067001002","390610067001","39061006700","39061","1640",9,5,4,0,1,2,1,1,0,3,0,0,0,0,1,0,20.5,6,3,3,4,1,1,1,0,9,0,9,0,0,0,0,0,0,9,0,0,0,0,0,9,0,9,0,0,0,4,2,2,2.25,3.5,6,4,2,3,1,2,3,3220.1738,"0","0","0",0,0,0,-84.4863486349758,39.1402711949665
"206",707596,0.01,"390610036001001","390610036001","39061003600","39061","1640",184,88,96,37,15,7,15,36,19,22,11,4,9,6,3,0,22.3,117,50,67,103,14,9,1,8,184,2,181,1,0,0,0,0,2,181,1,0,0,0,1,183,2,184,0,0,0,81,55,26,2.27,2.6,98,81,17,5,76,2.4,2.26,21652.7875,"6","1","2",1,1,1,-84.4848252077099,39.1381178792696
"207",707616,0.01,"390610067001001","390610067001","39061006700","39061","1640",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0","0",0,0,0,-84.4858970537996,39.1396427777307
"208",707636,0.01,"390610067004009","390610067004","39061006700","39061","1640",93,50,43,6,8,4,4,10,11,16,16,6,2,6,3,1,39.8,74,37,37,68,11,10,6,4,90,0,90,0,0,0,0,3,0,92,1,1,2,0,0,93,0,93,0,0,0,60,15,45,1.55,3,69,60,9,10,50,2.2,1.42,9223.4933,"0","3","2",0,1,1,-84.4854722450401,39.1413254054478
"209",707657,0,"390610067001000","390610067001","39061006700","39061","1640",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0","0",0,0,0,-84.4842645243035,39.1411883647345
