fid,primaryindex,TOP2,TOP3,TOP4,NXTOP2,NXTOP3,NXTOP4,N2XTOP2,N2XTOP3,N2XTOP4,LONGITUDE,LATITUDE,OBS,YIELD,N,N2,TOPO,BV,BV2,NXBV,BVXT2,BVXT3,BVXT4,BV2XT2,BV2XT3,BV2XT4,SAT,SAT2,NXSAT,SATXT2,SATXT3,SATXT4,SAT2XT2,SAT2XT3,SAT2XT4
"913","913","1","0","0","0","0","0","0","0","0",-63.8451209,-33.05121499,"913",51.32,0,0,"2",187.64,35208.7696,0,187.64,0,0,35208.77,0,0,2.17,4.71,0,2.17,0,0,4.71,0,0
"914","914","1","0","0","0","0","0","0","0","0",-63.84505005,-33.05122709,"914",50.33,0,0,"2",186.21,34674.1641,0,186.21,0,0,34674.164,0,0,2.17,4.71,0,2.17,0,0,4.71,0,0
"915","915","1","0","0","0","0","0","0","0","0",-63.8449792,-33.05123919,"915",52.41,0,0,"2",183.74,33760.3876,0,183.74,0,0,33760.388,0,0,2.18,4.75,0,2.18,0,0,4.75,0,0
"916","916","1","0","0","0","0","0","0","0","0",-63.84490835,-33.05125128,"916",53.48,0,0,"2",177.1,31364.41,0,177.1,0,0,31364.41,0,0,2.2,4.84,0,2.2,0,0,4.84,0,0
"917","917","1","0","0","0","0","0","0","0","0",-63.84483749,-33.05126338,"917",58.92,0,0,"2",177.43,31481.4049,0,177.43,0,0,31481.405,0,0,2.2,4.84,0,2.2,0,0,4.84,0,0
"918","918","1","0","0","0","0","0","0","0","0",-63.84476664,-33.05127548,"918",59.34,0,0,"2",173.52,30109.1904,0,173.52,0,0,30109.19,0,0,2.2,4.84,0,2.2,0,0,4.84,0,0
"919","919","1","0","0","0","0","0","0","0","0",-63.84469579,-33.05128758,"919",62.45,0,0,"2",166.4,27688.96,0,166.4,0,0,27688.96,0,0,2.18,4.75,0,2.18,0,0,4.75,0,0
"920","920","1","0","0","0","0","0","0","0","0",-63.84462494,-33.05129967,"920",59.75,0,0,"2",166.03,27565.9609,0,166.03,0,0,27565.961,0,0,2.17,4.71,0,2.17,0,0,4.71,0,0
"921","921","1","0","0","0","0","0","0","0","0",-63.84455408,-33.05131177,"921",61.65,0,0,"2",166.85,27838.9225,0,166.85,0,0,27838.923,0,0,2.17,4.71,0,2.17,0,0,4.71,0,0
"922","922","1","0","0","0","0","0","0","0","0",-63.84448323,-33.05132387,"922",60.68,0,0,"2",171.34,29357.3956,0,171.34,0,0,29357.396,0,0,2.17,4.71,0,2.17,0,0,4.71,0,0
"923","923","1","0","0","0","0","0","0","0","0",-63.84441238,-33.05133596,"923",60.68,0,0,"2",171.56,29432.8336,0,171.56,0,0,29432.834,0,0,2.17,4.71,0,2.17,0,0,4.71,0,0
"924","924","1","0","0","0","0","0","0","0","0",-63.84434153,-33.05134806,"924",61,0,0,"2",177.41,31474.3081,0,177.41,0,0,31474.308,0,0,2.17,4.71,0,2.17,0,0,4.71,0,0
"925","925","1","0","0","0","0","0","0","0","0",-63.84427067,-33.05136016,"925",63.32,0,0,"2",176.28,31074.6384,0,176.28,0,0,31074.638,0,0,2.17,4.71,0,2.17,0,0,4.71,0,0
"926","926","1","0","0","0","0","0","0","0","0",-63.84419982,-33.05137225,"926",61.95,0,0,"2",173.67,30161.2689,0,173.67,0,0,30161.269,0,0,2.17,4.71,0,2.17,0,0,4.71,0,0
"927","927","1","0","0","0","0","0","0","0","0",-63.84412897,-33.05138435,"927",60.64,0,0,"2",174.34,30394.4356,0,174.34,0,0,30394.436,0,0,2.17,4.71,0,2.17,0,0,4.71,0,0
"928","928","1","0","0","0","0","0","0","0","0",-63.84405812,-33.05139645,"928",62.4,0,0,"2",169.15,28611.7225,0,169.15,0,0,28611.723,0,0,2.16,4.67,0,2.16,0,0,4.67,0,0
"929","929","1","0","0","0","0","0","0","0","0",-63.84398726,-33.05140854,"929",64.28,0,0,"2",164.4,27027.36,0,164.4,0,0,27027.36,0,0,2.15,4.62,0,2.15,0,0,4.62,0,0
"930","930","1","0","0","0","0","0","0","0","0",-63.84391641,-33.05142064,"930",64.63,0,0,"2",165.91,27526.1281,0,165.91,0,0,27526.128,0,0,2.15,4.62,0,2.15,0,0,4.62,0,0
"931","931","1","0","0","0","0","0","0","0","0",-63.84384556,-33.05143274,"931",62,0,0,"2",167.25,27972.5625,0,167.25,0,0,27972.563,0,0,2.15,4.62,0,2.15,0,0,4.62,0,0
"932","932","1","0","0","0","0","0","0","0","0",-63.84377471,-33.05144483,"932",58.29,0,0,"2",167.8,28156.84,0,167.8,0,0,28156.84,0,0,2.15,4.62,0,2.15,0,0,4.62,0,0
"933","933","-1","-1","-1","0","0","0","0","0","0",-63.84370385,-33.05145693,"933",62.58,0,0,"1",169.38,28689.5844,0,-169.38,-169.38,-169.38,-28689.584,-28689.584,-28689.584,2.12,4.49,0,-2.12,-2.12,-2.12,-4.49,-4.49,-4.49
"934","934","-1","-1","-1","0","0","0","0","0","0",-63.843633,-33.05146903,"934",60.35,0,0,"1",163.22,26640.7684,0,-163.22,-163.22,-163.22,-26640.768,-26640.768,-26640.768,2.12,4.49,0,-2.12,-2.12,-2.12,-4.49,-4.49,-4.49
"935","935","-1","-1","-1","0","0","0","0","0","0",-63.84356215,-33.05148112,"935",62.91,0,0,"1",164.22,26968.2084,0,-164.22,-164.22,-164.22,-26968.208,-26968.208,-26968.208,2.14,4.58,0,-2.14,-2.14,-2.14,-4.58,-4.58,-4.58
"936","936","-1","-1","-1","0","0","0","0","0","0",-63.84349129,-33.05149322,"936",62.75,0,0,"1",166.94,27868.9636,0,-166.94,-166.94,-166.94,-27868.964,-27868.964,-27868.964,2.14,4.58,0,-2.14,-2.14,-2.14,-4.58,-4.58,-4.58
"937","937","-1","-1","-1","0","0","0","0","0","0",-63.84342044,-33.05150532,"937",60.08,0,0,"1",163.17,26624.4489,0,-163.17,-163.17,-163.17,-26624.449,-26624.449,-26624.449,2.15,4.62,0,-2.15,-2.15,-2.15,-4.62,-4.62,-4.62
"938","938","-1","-1","-1","0","0","0","0","0","0",-63.84334959,-33.05151741,"938",60.81,0,0,"1",163.83,26840.2689,0,-163.83,-163.83,-163.83,-26840.269,-26840.269,-26840.269,2.15,4.62,0,-2.15,-2.15,-2.15,-4.62,-4.62,-4.62
"939","939","-1","-1","-1","0","0","0","0","0","0",-63.84327874,-33.05152951,"939",61.24,0,0,"1",166.77,27812.2329,0,-166.77,-166.77,-166.77,-27812.233,-27812.233,-27812.233,2.15,4.62,0,-2.15,-2.15,-2.15,-4.62,-4.62,-4.62
"940","940","-1","-1","-1","0","0","0","0","0","0",-63.84320788,-33.05154161,"940",59.47,0,0,"1",170.78,29165.8084,0,-170.78,-170.78,-170.78,-29165.808,-29165.808,-29165.808,2.15,4.62,0,-2.15,-2.15,-2.15,-4.62,-4.62,-4.62
"941","941","-1","-1","-1","0","0","0","0","0","0",-63.84313703,-33.0515537,"941",59.53,0,0,"1",165.1,27258.01,0,-165.1,-165.1,-165.1,-27258.01,-27258.01,-27258.01,2.15,4.62,0,-2.15,-2.15,-2.15,-4.62,-4.62,-4.62
"942","942","-1","-1","-1","0","0","0","0","0","0",-63.84306618,-33.0515658,"942",61.63,0,0,"1",160.14,25644.8196,0,-160.14,-160.14,-160.14,-25644.82,-25644.82,-25644.82,2.17,4.71,0,-2.17,-2.17,-2.17,-4.71,-4.71,-4.71
"943","943","-1","-1","-1","0","0","0","0","0","0",-63.84299532,-33.05157789,"943",65.21,0,0,"1",162,26244,0,-162,-162,-162,-26244,-26244,-26244,2.17,4.71,0,-2.17,-2.17,-2.17,-4.71,-4.71,-4.71
"944","944","-1","-1","-1","0","0","0","0","0","0",-63.84292447,-33.05158999,"944",63.87,0,0,"1",166.3,27655.69,0,-166.3,-166.3,-166.3,-27655.69,-27655.69,-27655.69,2.17,4.71,0,-2.17,-2.17,-2.17,-4.71,-4.71,-4.71
"945","945","-1","-1","-1","0","0","0","0","0","0",-63.84285362,-33.05160209,"945",63.03,0,0,"1",161.37,26040.2769,0,-161.37,-161.37,-161.37,-26040.277,-26040.277,-26040.277,2.17,4.71,0,-2.17,-2.17,-2.17,-4.71,-4.71,-4.71
"946","946","-1","-1","-1","0","0","0","0","0","0",-63.84278277,-33.05161418,"946",62.12,0,0,"1",162.17,26299.1089,0,-162.17,-162.17,-162.17,-26299.109,-26299.109,-26299.109,2.17,4.71,0,-2.17,-2.17,-2.17,-4.71,-4.71,-4.71
"947","947","-1","-1","-1","0","0","0","0","0","0",-63.84271191,-33.05162628,"947",66.13,0,0,"1",168.44,28372.0336,0,-168.44,-168.44,-168.44,-28372.034,-28372.034,-28372.034,2.17,4.71,0,-2.17,-2.17,-2.17,-4.71,-4.71,-4.71
"948","948","-1","-1","-1","0","0","0","0","0","0",-63.84264106,-33.05163837,"948",66.15,0,0,"1",164.95,27208.5025,0,-164.95,-164.95,-164.95,-27208.502,-27208.502,-27208.502,2.17,4.71,0,-2.17,-2.17,-2.17,-4.71,-4.71,-4.71
"949","949","-1","-1","-1","0","0","0","0","0","0",-63.84257021,-33.05165047,"949",73.6,0,0,"1",173.23,30008.6329,0,-173.23,-173.23,-173.23,-30008.633,-30008.633,-30008.633,2.17,4.71,0,-2.17,-2.17,-2.17,-4.71,-4.71,-4.71
"950","950","-1","-1","-1","0","0","0","0","0","0",-63.84249935,-33.05166257,"950",69.13,0,0,"1",179.66,32277.7156,0,-179.66,-179.66,-179.66,-32277.716,-32277.716,-32277.716,2.15,4.62,0,-2.15,-2.15,-2.15,-4.62,-4.62,-4.62
"951","951","-1","-1","-1","0","0","0","0","0","0",-63.8424285,-33.05167466,"951",70.83,0,0,"1",175.1,30660.01,0,-175.1,-175.1,-175.1,-30660.01,-30660.01,-30660.01,2.12,4.49,0,-2.12,-2.12,-2.12,-4.49,-4.49,-4.49
"952","952","-1","-1","-1","0","0","0","0","0","0",-63.84235765,-33.05168676,"952",66.58,0,0,"1",170.61,29107.7721,0,-170.61,-170.61,-170.61,-29107.772,-29107.772,-29107.772,2.12,4.49,0,-2.12,-2.12,-2.12,-4.49,-4.49,-4.49
"953","953","-1","-1","-1","0","0","0","0","0","0",-63.84228679,-33.05169885,"953",68.76,0,0,"1",171.91,29553.0481,0,-171.91,-171.91,-171.91,-29553.048,-29553.048,-29553.048,2.12,4.49,0,-2.12,-2.12,-2.12,-4.49,-4.49,-4.49
"954","954","-1","-1","-1","0","0","0","0","0","0",-63.84221594,-33.05171095,"954",65.73,0,0,"1",168.58,28419.2164,0,-168.58,-168.58,-168.58,-28419.216,-28419.216,-28419.216,2.12,4.49,0,-2.12,-2.12,-2.12,-4.49,-4.49,-4.49
"955","955","-1","-1","-1","0","0","0","0","0","0",-63.84214509,-33.05172305,"955",63.88,0,0,"1",166.22,27629.0884,0,-166.22,-166.22,-166.22,-27629.088,-27629.088,-27629.088,2.12,4.49,0,-2.12,-2.12,-2.12,-4.49,-4.49,-4.49
"956","956","-1","-1","-1","0","0","0","0","0","0",-63.84207424,-33.05173514,"956",67.86,0,0,"1",169.54,28743.8116,0,-169.54,-169.54,-169.54,-28743.812,-28743.812,-28743.812,2.12,4.49,0,-2.12,-2.12,-2.12,-4.49,-4.49,-4.49
"957","957","-1","-1","-1","0","0","0","0","0","0",-63.84200338,-33.05174724,"957",64.54,0,0,"1",171.55,29429.4025,0,-171.55,-171.55,-171.55,-29429.403,-29429.403,-29429.403,2.12,4.49,0,-2.12,-2.12,-2.12,-4.49,-4.49,-4.49
"958","958","-1","-1","-1","0","0","0","0","0","0",-63.84193253,-33.05175933,"958",69.36,0,0,"1",173.18,29991.3124,0,-173.18,-173.18,-173.18,-29991.312,-29991.312,-29991.312,2.12,4.49,0,-2.12,-2.12,-2.12,-4.49,-4.49,-4.49
"959","959","0","0","1","0","0","53","0","0","2809",-63.84871998,-33.05053831,"959",71.15,53,2809,"4",174.55,30467.7025,9251.15,0,0,174.55,0,0,30467.702,2.2,4.84,116.6,0,0,2.2,0,0,4.84
"960","960","0","0","1","0","0","53","0","0","2809",-63.84864912,-33.05055041,"960",71.22,53,2809,"4",175.35,30747.6225,9293.55,0,0,175.35,0,0,30747.623,2.2,4.84,116.6,0,0,2.2,0,0,4.84
"961","961","0","0","1","0","0","53","0","0","2809",-63.84857827,-33.05056251,"961",74.92,53,2809,"4",169.49,28726.8601,8982.97,0,0,169.49,0,0,28726.86,2.18,4.75,115.54,0,0,2.18,0,0,4.75
"962","962","0","0","1","0","0","53","0","0","2809",-63.84850742,-33.05057461,"962",74.43,53,2809,"4",169.26,28648.9476,8970.78,0,0,169.26,0,0,28648.948,2.18,4.75,115.54,0,0,2.18,0,0,4.75
"963","963","0","0","1","0","0","53","0","0","2809",-63.84843657,-33.05058671,"963",73.73,53,2809,"4",170.75,29155.5625,9049.75,0,0,170.75,0,0,29155.563,2.18,4.75,115.54,0,0,2.18,0,0,4.75
"964","964","0","0","1","0","0","53","0","0","2809",-63.84836572,-33.05059881,"964",68.72,53,2809,"4",168.97,28550.8609,8955.41,0,0,168.97,0,0,28550.861,2.18,4.75,115.54,0,0,2.18,0,0,4.75
"965","965","0","0","1","0","0","53","0","0","2809",-63.84829487,-33.0506109,"965",70.25,53,2809,"4",172.14,29632.1796,9123.42,0,0,172.14,0,0,29632.18,2.18,4.75,115.54,0,0,2.18,0,0,4.75
"966","966","0","0","1","0","0","53","0","0","2809",-63.84822402,-33.050623,"966",68.45,53,2809,"4",172.09,29614.9681,9120.77,0,0,172.09,0,0,29614.968,2.18,4.75,115.54,0,0,2.18,0,0,4.75
"967","967","0","0","1","0","0","53","0","0","2809",-63.84815317,-33.0506351,"967",68.37,53,2809,"4",172,29584,9116,0,0,172,0,0,29584,2.18,4.75,115.54,0,0,2.18,0,0,4.75
"968","968","0","0","1","0","0","53","0","0","2809",-63.84808231,-33.0506472,"968",66.68,53,2809,"4",171.28,29336.8384,9077.84,0,0,171.28,0,0,29336.838,2.21,4.88,117.13,0,0,2.21,0,0,4.88
"969","969","0","0","1","0","0","53","0","0","2809",-63.84801146,-33.0506593,"969",68.86,53,2809,"4",169.65,28781.1225,8991.45,0,0,169.65,0,0,28781.123,2.21,4.88,117.13,0,0,2.21,0,0,4.88
"970","970","0","0","1","0","0","53","0","0","2809",-63.84794061,-33.0506714,"970",71.04,53,2809,"4",172.38,29714.8644,9136.14,0,0,172.38,0,0,29714.864,2.21,4.88,117.13,0,0,2.21,0,0,4.88
"971","971","0","0","1","0","0","53","0","0","2809",-63.84786976,-33.0506835,"971",67.28,53,2809,"4",172.52,29763.1504,9143.56,0,0,172.52,0,0,29763.15,2.21,4.88,117.13,0,0,2.21,0,0,4.88
"972","972","0","0","1","0","0","53","0","0","2809",-63.84779891,-33.0506956,"972",68.88,53,2809,"4",172.38,29714.8644,9136.14,0,0,172.38,0,0,29714.864,2.19,4.8,116.07,0,0,2.19,0,0,4.8
"973","973","0","0","1","0","0","53","0","0","2809",-63.84772806,-33.0507077,"973",69.35,53,2809,"4",176.68,31215.8224,9364.04,0,0,176.68,0,0,31215.822,2.18,4.75,115.54,0,0,2.18,0,0,4.75
"974","974","0","0","1","0","0","53","0","0","2809",-63.84765721,-33.0507198,"974",64.53,53,2809,"4",170.72,29145.3184,9048.16,0,0,170.72,0,0,29145.318,2.18,4.75,115.54,0,0,2.18,0,0,4.75
"975","975","0","0","1","0","0","53","0","0","2809",-63.84758635,-33.05073189,"975",65.98,53,2809,"4",170.64,29118.0096,9043.92,0,0,170.64,0,0,29118.01,2.18,4.75,115.54,0,0,2.18,0,0,4.75
"976","976","0","0","1","0","0","53","0","0","2809",-63.8475155,-33.05074399,"976",68.78,53,2809,"4",170.15,28951.0225,9017.95,0,0,170.15,0,0,28951.022,2.18,4.75,115.54,0,0,2.18,0,0,4.75
"977","977","0","0","1","0","0","53","0","0","2809",-63.84744465,-33.05075609,"977",68.63,53,2809,"4",173.49,30098.7801,9194.97,0,0,173.49,0,0,30098.78,2.18,4.75,115.54,0,0,2.18,0,0,4.75
"978","978","0","0","1","0","0","53","0","0","2809",-63.8473738,-33.05076819,"978",67.25,53,2809,"4",175.38,30758.1444,9295.14,0,0,175.38,0,0,30758.144,2.18,4.75,115.54,0,0,2.18,0,0,4.75
"979","979","0","0","1","0","0","53","0","0","2809",-63.84730295,-33.05078029,"979",60.85,53,2809,"4",179.33,32159.2489,9504.49,0,0,179.33,0,0,32159.249,2.18,4.75,115.54,0,0,2.18,0,0,4.75
"980","980","0","0","1","0","0","53","0","0","2809",-63.8472321,-33.05079239,"980",62.03,53,2809,"4",173.92,30248.1664,9217.76,0,0,173.92,0,0,30248.166,2.18,4.75,115.54,0,0,2.18,0,0,4.75
"981","981","0","0","1","0","0","53","0","0","2809",-63.84716124,-33.05080449,"981",59.09,53,2809,"4",171.29,29340.2641,9078.37,0,0,171.29,0,0,29340.264,2.2,4.84,116.6,0,0,2.2,0,0,4.84
"982","982","0","0","1","0","0","53","0","0","2809",-63.84709039,-33.05081658,"982",60.44,53,2809,"4",177.18,31392.7524,9390.54,0,0,177.18,0,0,31392.752,2.21,4.88,117.13,0,0,2.21,0,0,4.88
"983","983","0","0","1","0","0","53","0","0","2809",-63.84701954,-33.05082868,"983",60.65,53,2809,"4",177.09,31360.8681,9385.77,0,0,177.09,0,0,31360.868,2.21,4.88,117.13,0,0,2.21,0,0,4.88
"984","984","0","0","1","0","0","53","0","0","2809",-63.84694869,-33.05084078,"984",56.81,53,2809,"4",175.69,30866.9761,9311.57,0,0,175.69,0,0,30866.976,2.21,4.88,117.13,0,0,2.21,0,0,4.88
"985","985","0","0","1","0","0","53","0","0","2809",-63.84687784,-33.05085288,"985",61.6,53,2809,"4",175.17,30684.5289,9284.01,0,0,175.17,0,0,30684.529,2.2,4.84,116.6,0,0,2.2,0,0,4.84
"986","986","0","0","1","0","0","53","0","0","2809",-63.84680699,-33.05086498,"986",59.23,53,2809,"4",176.43,31127.5449,9350.79,0,0,176.43,0,0,31127.545,2.2,4.84,116.6,0,0,2.2,0,0,4.84
"987","987","0","0","1","0","0","53","0","0","2809",-63.84673613,-33.05087708,"987",54.71,53,2809,"4",180.87,32713.9569,9586.11,0,0,180.87,0,0,32713.957,2.2,4.84,116.6,0,0,2.2,0,0,4.84
"988","988","0","0","1","0","0","53","0","0","2809",-63.84666528,-33.05088917,"988",53.44,53,2809,"4",180.25,32490.0625,9553.25,0,0,180.25,0,0,32490.063,2.2,4.84,116.6,0,0,2.2,0,0,4.84
"989","989","0","1","0","0","53","0","0","2809","0",-63.84659443,-33.05090127,"989",56.09,53,2809,"3",178.91,32008.7881,9482.23,0,178.91,0,0,32008.788,0,2.21,4.88,117.13,0,2.21,0,0,4.88,0
"990","990","0","1","0","0","53","0","0","2809","0",-63.84652358,-33.05091337,"990",56.55,53,2809,"3",171.6,29446.56,9094.8,0,171.6,0,0,29446.56,0,2.18,4.75,115.54,0,2.18,0,0,4.75,0
"991","991","0","1","0","0","53","0","0","2809","0",-63.84645273,-33.05092547,"991",53.36,53,2809,"3",167.6,28089.76,8882.8,0,167.6,0,0,28089.76,0,2.18,4.75,115.54,0,2.18,0,0,4.75,0
"992","992","0","1","0","0","53","0","0","2809","0",-63.84638187,-33.05093757,"992",52.97,53,2809,"3",169.74,28811.6676,8996.22,0,169.74,0,0,28811.668,0,2.18,4.75,115.54,0,2.18,0,0,4.75,0
"993","993","0","1","0","0","53","0","0","2809","0",-63.84631102,-33.05094966,"993",55.35,53,2809,"3",168.32,28331.6224,8920.96,0,168.32,0,0,28331.622,0,2.18,4.75,115.54,0,2.18,0,0,4.75,0
"994","994","0","1","0","0","53","0","0","2809","0",-63.84624017,-33.05096176,"994",56.6,53,2809,"3",172.55,29773.5025,9145.15,0,172.55,0,0,29773.502,0,2.17,4.71,115.01,0,2.17,0,0,4.71,0
"995","995","0","1","0","0","53","0","0","2809","0",-63.84616932,-33.05097386,"995",55.8,53,2809,"3",184.1,33892.81,9757.3,0,184.1,0,0,33892.81,0,2.15,4.62,113.95,0,2.15,0,0,4.62,0
"996","996","0","1","0","0","53","0","0","2809","0",-63.84609847,-33.05098596,"996",54.82,53,2809,"3",184.07,33881.7649,9755.71,0,184.07,0,0,33881.765,0,2.15,4.62,113.95,0,2.15,0,0,4.62,0
"997","997","0","1","0","0","53","0","0","2809","0",-63.84602762,-33.05099806,"997",54.52,53,2809,"3",187.38,35111.2644,9931.14,0,187.38,0,0,35111.264,0,2.15,4.62,113.95,0,2.15,0,0,4.62,0
"998","998","0","1","0","0","53","0","0","2809","0",-63.84595676,-33.05101015,"998",51,53,2809,"3",185.05,34243.5025,9807.65,0,185.05,0,0,34243.503,0,2.15,4.62,113.95,0,2.15,0,0,4.62,0
"999","999","0","1","0","0","53","0","0","2809","0",-63.84588591,-33.05102225,"999",54,53,2809,"3",185.11,34265.7121,9810.83,0,185.11,0,0,34265.712,0,2.1,4.41,111.3,0,2.1,0,0,4.41,0
"1000","1000","0","1","0","0","53","0","0","2809","0",-63.84581506,-33.05103435,"1000",51.4,53,2809,"3",187.96,35328.9616,9961.88,0,187.96,0,0,35328.962,0,2.1,4.41,111.3,0,2.1,0,0,4.41,0
"1001","1001","0","1","0","0","53","0","0","2809","0",-63.84574421,-33.05104645,"1001",47.46,53,2809,"3",193.55,37461.6025,10258.15,0,193.55,0,0,37461.603,0,2.1,4.41,111.3,0,2.1,0,0,4.41,0
"1002","1002","0","1","0","0","53","0","0","2809","0",-63.84567336,-33.05105854,"1002",53.35,53,2809,"3",200.48,40192.2304,10625.44,0,200.48,0,0,40192.23,0,2.1,4.41,111.3,0,2.1,0,0,4.41,0
"1003","1003","0","1","0","0","53","0","0","2809","0",-63.8456025,-33.05107064,"1003",50.53,53,2809,"3",193.93,37608.8449,10278.29,0,193.93,0,0,37608.845,0,2.12,4.49,112.36,0,2.12,0,0,4.49,0
"1004","1004","0","1","0","0","53","0","0","2809","0",-63.84553165,-33.05108274,"1004",49.34,53,2809,"3",173.97,30265.5609,9220.41,0,173.97,0,0,30265.561,0,2.12,4.49,112.36,0,2.12,0,0,4.49,0
"1005","1005","0","1","0","0","53","0","0","2809","0",-63.8454608,-33.05109484,"1005",43.62,53,2809,"3",176.77,31247.6329,9368.81,0,176.77,0,0,31247.633,0,2.12,4.49,112.36,0,2.12,0,0,4.49,0
"1006","1006","0","1","0","0","53","0","0","2809","0",-63.84538995,-33.05110693,"1006",49.06,53,2809,"3",187.05,34987.7025,9913.65,0,187.05,0,0,34987.702,0,2.12,4.49,112.36,0,2.12,0,0,4.49,0
"1007","1007","0","1","0","0","53","0","0","2809","0",-63.84531909,-33.05111903,"1007",50.31,53,2809,"3",193.49,37438.3801,10254.97,0,193.49,0,0,37438.38,0,2.12,4.49,112.36,0,2.12,0,0,4.49,0
"1008","1008","0","1","0","0","53","0","0","2809","0",-63.84524824,-33.05113113,"1008",48.92,53,2809,"3",186.47,34771.0609,9882.91,0,186.47,0,0,34771.061,0,2.15,4.62,113.95,0,2.15,0,0,4.62,0
"1009","1009","0","1","0","0","53","0","0","2809","0",-63.84517739,-33.05114323,"1009",52.19,53,2809,"3",185.15,34280.5225,9812.95,0,185.15,0,0,34280.522,0,2.15,4.62,113.95,0,2.15,0,0,4.62,0
"1010","1010","1","0","0","53","0","0","2809","0","0",-63.84510654,-33.05115532,"1010",54.89,53,2809,"2",185.25,34317.5625,9818.25,185.25,0,0,34317.563,0,0,2.16,4.67,114.48,2.16,0,0,4.67,0,0
"1011","1011","1","0","0","53","0","0","2809","0","0",-63.84503569,-33.05116742,"1011",54.21,53,2809,"2",185.4,34373.16,9826.2,185.4,0,0,34373.16,0,0,2.16,4.67,114.48,2.16,0,0,4.67,0,0
"1012","1012","1","0","0","53","0","0","2809","0","0",-63.84496483,-33.05117952,"1012",51.27,53,2809,"2",182,33124,9646,182,0,0,33124,0,0,2.2,4.84,116.6,2.2,0,0,4.84,0,0
"1013","1013","1","0","0","53","0","0","2809","0","0",-63.84489398,-33.05119162,"1013",58.96,53,2809,"2",175.59,30831.8481,9306.27,175.59,0,0,30831.848,0,0,2.2,4.84,116.6,2.2,0,0,4.84,0,0
"1014","1014","1","0","0","53","0","0","2809","0","0",-63.84482313,-33.05120371,"1014",60.74,53,2809,"2",179.45,32202.3025,9510.85,179.45,0,0,32202.303,0,0,2.2,4.84,116.6,2.2,0,0,4.84,0,0
"1015","1015","1","0","0","53","0","0","2809","0","0",-63.84475228,-33.05121581,"1015",64.5,53,2809,"2",176.9,31293.61,9375.7,176.9,0,0,31293.61,0,0,2.2,4.84,116.6,2.2,0,0,4.84,0,0
"1016","1016","1","0","0","53","0","0","2809","0","0",-63.84468142,-33.05122791,"1016",69.59,53,2809,"2",173.25,30015.5625,9182.25,173.25,0,0,30015.563,0,0,2.18,4.75,115.54,2.18,0,0,4.75,0,0
"1017","1017","1","0","0","53","0","0","2809","0","0",-63.84461057,-33.05124,"1017",67.63,53,2809,"2",169.8,28832.04,8999.4,169.8,0,0,28832.04,0,0,2.17,4.71,115.01,2.17,0,0,4.71,0,0
"1018","1018","1","0","0","53","0","0","2809","0","0",-63.84453972,-33.0512521,"1018",69.58,53,2809,"2",167.23,27965.8729,8863.19,167.23,0,0,27965.873,0,0,2.17,4.71,115.01,2.17,0,0,4.71,0,0
"1019","1019","1","0","0","53","0","0","2809","0","0",-63.84446887,-33.0512642,"1019",68.98,53,2809,"2",169.19,28625.2561,8967.07,169.19,0,0,28625.256,0,0,2.17,4.71,115.01,2.17,0,0,4.71,0,0
"1020","1020","1","0","0","53","0","0","2809","0","0",-63.84439801,-33.0512763,"1020",66.19,53,2809,"2",174.5,30450.25,9248.5,174.5,0,0,30450.25,0,0,2.17,4.71,115.01,2.17,0,0,4.71,0,0
"1021","1021","1","0","0","53","0","0","2809","0","0",-63.84432716,-33.05128839,"1021",64.9,53,2809,"2",175.05,30642.5025,9277.65,175.05,0,0,30642.502,0,0,2.17,4.71,115.01,2.17,0,0,4.71,0,0
"1022","1022","1","0","0","53","0","0","2809","0","0",-63.84425631,-33.05130049,"1022",62.36,53,2809,"2",177.73,31587.9529,9419.69,177.73,0,0,31587.953,0,0,2.17,4.71,115.01,2.17,0,0,4.71,0,0
"1023","1023","1","0","0","53","0","0","2809","0","0",-63.84418546,-33.05131259,"1023",63.22,53,2809,"2",177.16,31385.6656,9389.48,177.16,0,0,31385.666,0,0,2.17,4.71,115.01,2.17,0,0,4.71,0,0
"1024","1024","1","0","0","53","0","0","2809","0","0",-63.8441146,-33.05132468,"1024",66.94,53,2809,"2",176.86,31279.4596,9373.58,176.86,0,0,31279.46,0,0,2.17,4.71,115.01,2.17,0,0,4.71,0,0
"1025","1025","1","0","0","53","0","0","2809","0","0",-63.84404375,-33.05133678,"1025",66.97,53,2809,"2",170.31,29005.4961,9026.43,170.31,0,0,29005.496,0,0,2.16,4.67,114.48,2.16,0,0,4.67,0,0
"1026","1026","1","0","0","53","0","0","2809","0","0",-63.8439729,-33.05134888,"1026",67.32,53,2809,"2",168.95,28544.1025,8954.35,168.95,0,0,28544.103,0,0,2.15,4.62,113.95,2.15,0,0,4.62,0,0
"1027","1027","1","0","0","53","0","0","2809","0","0",-63.84390205,-33.05136097,"1027",64.4,53,2809,"2",170.83,29182.8889,9053.99,170.83,0,0,29182.889,0,0,2.15,4.62,113.95,2.15,0,0,4.62,0,0
"1028","1028","1","0","0","53","0","0","2809","0","0",-63.84383119,-33.05137307,"1028",67.41,53,2809,"2",175.12,30667.0144,9281.36,175.12,0,0,30667.014,0,0,2.15,4.62,113.95,2.15,0,0,4.62,0,0
"1029","1029","1","0","0","53","0","0","2809","0","0",-63.84376034,-33.05138517,"1029",66.04,53,2809,"2",173.44,30081.4336,9192.32,173.44,0,0,30081.434,0,0,2.15,4.62,113.95,2.15,0,0,4.62,0,0
