fid,primaryindex,ID,TOP3,TOP2,TOP4,NXTOP2,NXTOP3,NXTOP4,N2XTOP2,N2XTOP3,N2XTOP4,LONGITUDE,LATITUDE,YIELD,TOPO,OBS,N,N2,BV,BV2,NXBV,BVXT2,BVXT3,BVXT4,BV2XT2,BV2XT3,BV2XT4
"807","807","3310","1","0","0",0,99.8,0,0,9960.04,0,-63.84496033,-33.05065362,52.29,"3","807",99.8,9960.04,173.55,30119.603,17320.29,0,173.55,0,0,30119.6,0
"808","808","3311","0","1","0",99.8,0,0,9960.04,0,0,-63.84489006,-33.05067809,60.12,"2","808",99.8,9960.04,183.96,33841.282,18359.208,183.96,0,0,33841.28,0,0
"809","809","3312","0","1","0",99.8,0,0,9960.04,0,0,-63.84481979,-33.05070255,63.75,"2","809",99.8,9960.04,178.95,32023.102,17859.21,178.95,0,0,32023.1,0,0
"810","810","3313","0","1","0",99.8,0,0,9960.04,0,0,-63.84474951,-33.05072702,85.99,"2","810",99.8,9960.04,174.87,30579.517,17452.026,174.87,0,0,30579.52,0,0
"811","811","3314","0","1","0",99.8,0,0,9960.04,0,0,-63.84467924,-33.05075148,95.14,"2","811",99.8,9960.04,174.17,30335.189,17382.166,174.17,0,0,30335.19,0,0
"812","812","3315","0","1","0",99.8,0,0,9960.04,0,0,-63.84460897,-33.05077595,93.81,"2","812",99.8,9960.04,172.79,29856.384,17244.442,172.79,0,0,29856.38,0,0
"813","813","3316","0","1","0",99.8,0,0,9960.04,0,0,-63.84453869,-33.05080042,101.46,"2","813",99.8,9960.04,174.02,30282.96,17367.196,174.02,0,0,30282.96,0,0
"814","814","3317","0","1","0",99.8,0,0,9960.04,0,0,-63.84446842,-33.05082488,95.41,"2","814",99.8,9960.04,165.24,27304.258,16490.952,165.24,0,0,27304.26,0,0
"815","815","3318","0","1","0",99.8,0,0,9960.04,0,0,-63.84439815,-33.05084935,98.28,"2","815",99.8,9960.04,167.77,28146.773,16743.446,167.77,0,0,28146.77,0,0
"816","816","3319","0","1","0",99.8,0,0,9960.04,0,0,-63.84432787,-33.05087381,103.53,"2","816",99.8,9960.04,168.91,28530.588,16857.218,168.91,0,0,28530.59,0,0
"817","817","3320","0","1","0",99.8,0,0,9960.04,0,0,-63.8442576,-33.05089828,103.97,"2","817",99.8,9960.04,169.98,28893.2,16964.004,169.98,0,0,28893.2,0,0
"818","818","3321","0","1","0",99.8,0,0,9960.04,0,0,-63.84418732,-33.05092275,108.16,"2","818",99.8,9960.04,168.92,28533.966,16858.216,168.92,0,0,28533.97,0,0
"819","819","3322","0","1","0",99.8,0,0,9960.04,0,0,-63.84411705,-33.05094721,103.11,"2","819",99.8,9960.04,166.48,27715.59,16614.704,166.48,0,0,27715.59,0,0
"820","820","3323","0","1","0",99.8,0,0,9960.04,0,0,-63.84404678,-33.05097168,107.35,"2","820",99.8,9960.04,165.57,27413.425,16523.886,165.57,0,0,27413.42,0,0
"821","821","3324","0","1","0",99.8,0,0,9960.04,0,0,-63.8439765,-33.05099614,106.51,"2","821",99.8,9960.04,166.17,27612.469,16583.766,166.17,0,0,27612.47,0,0
"822","822","3325","0","1","0",99.8,0,0,9960.04,0,0,-63.84390623,-33.05102061,103.71,"2","822",99.8,9960.04,164.76,27145.858,16443.048,164.76,0,0,27145.86,0,0
"823","823","3326","0","1","0",99.8,0,0,9960.04,0,0,-63.84383595,-33.05104508,102.96,"2","823",99.8,9960.04,169.19,28625.256,16885.162,169.19,0,0,28625.26,0,0
"824","824","3327","0","1","0",99.8,0,0,9960.04,0,0,-63.84376568,-33.05106954,104.57,"2","824",99.8,9960.04,168.1,28257.61,16776.38,168.1,0,0,28257.61,0,0
"825","825","3328","0","1","0",99.8,0,0,9960.04,0,0,-63.84369541,-33.05109401,98.09,"2","825",99.8,9960.04,169.45,28713.302,16911.11,169.45,0,0,28713.3,0,0
"826","826","3329","0","1","0",99.8,0,0,9960.04,0,0,-63.84362513,-33.05111847,111.87,"2","826",99.8,9960.04,171.61,29449.992,17126.678,171.61,0,0,29449.99,0,0
"827","827","3330","0","1","0",99.8,0,0,9960.04,0,0,-63.84355486,-33.05114294,107.3,"2","827",99.8,9960.04,165.52,27396.87,16518.896,165.52,0,0,27396.87,0,0
"828","828","3331","-1","-1","-1",-99.8,-99.8,-99.8,-9960.04,-9960.04,-9960.04,-63.84348458,-33.0511674,104.15,"1","828",99.8,9960.04,166.92,27862.286,16658.616,-166.92,-166.92,-166.92,-27862.29,-27862.2,-27862.2
"829","829","3332","-1","-1","-1",-99.8,-99.8,-99.8,-9960.04,-9960.04,-9960.04,-63.84341431,-33.05119187,108.54,"1","829",99.8,9960.04,161.52,26088.71,16119.696,-161.52,-161.52,-161.52,-26088.71,-26088.7,-26088.7
"830","830","3333","-1","-1","-1",-99.8,-99.8,-99.8,-9960.04,-9960.04,-9960.04,-63.84334404,-33.05121633,109.23,"1","830",99.8,9960.04,164.24,26974.778,16391.152,-164.24,-164.24,-164.24,-26974.78,-26974.7,-26974.7
"831","831","3334","-1","-1","-1",-99.8,-99.8,-99.8,-9960.04,-9960.04,-9960.04,-63.84327376,-33.0512408,107.35,"1","831",99.8,9960.04,165.62,27429.984,16528.876,-165.62,-165.62,-165.62,-27429.98,-27429.9,-27429.9
"832","832","3335","-1","-1","-1",-99.8,-99.8,-99.8,-9960.04,-9960.04,-9960.04,-63.84320349,-33.05126527,103.24,"1","832",99.8,9960.04,169.07,28584.665,16873.186,-169.07,-169.07,-169.07,-28584.67,-28584.6,-28584.6
"833","833","3336","-1","-1","-1",-99.8,-99.8,-99.8,-9960.04,-9960.04,-9960.04,-63.84313321,-33.05128973,105.55,"1","833",99.8,9960.04,165.81,27492.956,16547.838,-165.81,-165.81,-165.81,-27492.96,-27492.9,-27492.9
"834","834","3337","-1","-1","-1",-99.8,-99.8,-99.8,-9960.04,-9960.04,-9960.04,-63.84306294,-33.0513142,106.4,"1","834",99.8,9960.04,159.71,25507.284,15939.058,-159.71,-159.71,-159.71,-25507.28,-25507.2,-25507.2
"835","835","3338","-1","-1","-1",-99.8,-99.8,-99.8,-9960.04,-9960.04,-9960.04,-63.84299266,-33.05133866,114.46,"1","835",99.8,9960.04,164.58,27086.576,16425.084,-164.58,-164.58,-164.58,-27086.58,-27086.5,-27086.5
"836","836","3339","-1","-1","-1",-99.8,-99.8,-99.8,-9960.04,-9960.04,-9960.04,-63.84292239,-33.05136313,112.54,"1","836",99.8,9960.04,171.66,29467.156,17131.668,-171.66,-171.66,-171.66,-29467.16,-29467.1,-29467.1
"837","837","3340","-1","-1","-1",-99.8,-99.8,-99.8,-9960.04,-9960.04,-9960.04,-63.84285211,-33.05138759,106.88,"1","837",99.8,9960.04,169.91,28869.408,16957.018,-169.91,-169.91,-169.91,-28869.41,-28869.4,-28869.4
"838","838","3341","-1","-1","-1",-99.8,-99.8,-99.8,-9960.04,-9960.04,-9960.04,-63.84278184,-33.05141206,105.14,"1","838",99.8,9960.04,170.24,28981.658,16989.952,-170.24,-170.24,-170.24,-28981.66,-28981.6,-28981.6
"839","839","3342","-1","-1","-1",-99.8,-99.8,-99.8,-9960.04,-9960.04,-9960.04,-63.84271156,-33.05143652,101.81,"1","839",99.8,9960.04,172.8,29859.84,17245.44,-172.8,-172.8,-172.8,-29859.84,-29859.8,-29859.8
"840","840","3343","-1","-1","-1",-99.8,-99.8,-99.8,-9960.04,-9960.04,-9960.04,-63.84264129,-33.05146099,101.89,"1","840",99.8,9960.04,181.53,32953.141,18116.694,-181.53,-181.53,-181.53,-32953.14,-32953.1,-32953.1
"841","841","3344","-1","-1","-1",-99.8,-99.8,-99.8,-9960.04,-9960.04,-9960.04,-63.84257102,-33.05148545,100.64,"1","841",99.8,9960.04,166.76,27808.898,16642.648,-166.76,-166.76,-166.76,-27808.9,-27808.9,-27808.9
"842","842","3345","-1","-1","-1",-99.8,-99.8,-99.8,-9960.04,-9960.04,-9960.04,-63.84250074,-33.05150992,101.73,"1","842",99.8,9960.04,163.21,26637.504,16288.358,-163.21,-163.21,-163.21,-26637.5,-26637.5,-26637.5
"843","843","3346","-1","-1","-1",-99.8,-99.8,-99.8,-9960.04,-9960.04,-9960.04,-63.84243047,-33.05153438,100.57,"1","843",99.8,9960.04,168.29,28321.524,16795.342,-168.29,-168.29,-168.29,-28321.52,-28321.5,-28321.5
"844","844","3347","-1","-1","-1",-99.8,-99.8,-99.8,-9960.04,-9960.04,-9960.04,-63.84236019,-33.05155885,97.22,"1","844",99.8,9960.04,170.15,28951.023,16980.97,-170.15,-170.15,-170.15,-28951.02,-28951,-28951
"845","845","3348","-1","-1","-1",-99.8,-99.8,-99.8,-9960.04,-9960.04,-9960.04,-63.84228992,-33.05158331,99.52,"1","845",99.8,9960.04,165.78,27483.008,16544.844,-165.78,-165.78,-165.78,-27483.01,-27483,-27483
"846","846","3349","-1","-1","-1",-99.8,-99.8,-99.8,-9960.04,-9960.04,-9960.04,-63.84221964,-33.05160778,92.89,"1","846",99.8,9960.04,166.15,27605.823,16581.77,-166.15,-166.15,-166.15,-27605.82,-27605.8,-27605.8
"847","847","3350","-1","-1","-1",-99.8,-99.8,-99.8,-9960.04,-9960.04,-9960.04,-63.84214937,-33.05163224,91.39,"1","847",99.8,9960.04,170.39,29032.752,17004.922,-170.39,-170.39,-170.39,-29032.75,-29032.7,-29032.7
"848","848","3351","-1","-1","-1",-99.8,-99.8,-99.8,-9960.04,-9960.04,-9960.04,-63.84207909,-33.05165671,95.28,"1","848",99.8,9960.04,171.4,29377.96,17105.72,-171.4,-171.4,-171.4,-29377.96,-29377.9,-29377.9
"849","849","3352","-1","-1","-1",-99.8,-99.8,-99.8,-9960.04,-9960.04,-9960.04,-63.84200882,-33.05168117,94.09,"1","849",99.8,9960.04,170.85,29189.723,17050.83,-170.85,-170.85,-170.85,-29189.72,-29189.7,-29189.7
"850","850","3353","-1","-1","-1",-99.8,-99.8,-99.8,-9960.04,-9960.04,-9960.04,-63.84193854,-33.05170564,99.41,"1","850",99.8,9960.04,173.39,30064.092,17304.322,-173.39,-173.39,-173.39,-30064.09,-30064,-30064
"851","851","3364","0","0","1",0,0,0,0,0,0,-63.84851517,-33.04934661,95.19,"4","851",0,0,156.77,24576.833,0,0,0,156.77,0,0,24576.83
"852","852","3365","0","0","1",0,0,0,0,0,0,-63.8484449,-33.04937107,98.79,"4","852",0,0,160.48,25753.83,0,0,0,160.48,0,0,25753.83
"853","853","3366","0","0","1",0,0,0,0,0,0,-63.84837463,-33.04939554,90.5,"4","853",0,0,161.67,26137.189,0,0,0,161.67,0,0,26137.19
"854","854","3367","0","0","1",0,0,0,0,0,0,-63.84830436,-33.04942001,94.04,"4","854",0,0,167.88,28183.694,0,0,0,167.88,0,0,28183.69
"855","855","3368","0","0","1",0,0,0,0,0,0,-63.84823409,-33.04944448,90.89,"4","855",0,0,172.5,29756.25,0,0,0,172.5,0,0,29756.25
"856","856","3369","0","0","1",0,0,0,0,0,0,-63.84816382,-33.04946895,93,"4","856",0,0,173.67,30161.269,0,0,0,173.67,0,0,30161.27
"857","857","3370","0","0","1",0,0,0,0,0,0,-63.84809354,-33.04949341,91.05,"4","857",0,0,170.81,29176.056,0,0,0,170.81,0,0,29176.06
"858","858","3371","0","0","1",0,0,0,0,0,0,-63.84802327,-33.04951788,88.84,"4","858",0,0,172.34,29701.076,0,0,0,172.34,0,0,29701.08
"859","859","3372","0","0","1",0,0,0,0,0,0,-63.847953,-33.04954235,75.23,"4","859",0,0,178.11,31723.172,0,0,0,178.11,0,0,31723.17
"860","860","3373","0","0","1",0,0,0,0,0,0,-63.84788273,-33.04956682,69.92,"4","860",0,0,179.35,32166.422,0,0,0,179.35,0,0,32166.42
"861","861","3374","0","0","1",0,0,0,0,0,0,-63.84781246,-33.04959129,57.73,"4","861",0,0,180.6,32616.36,0,0,0,180.6,0,0,32616.36
"862","862","3375","0","0","1",0,0,0,0,0,0,-63.84774219,-33.04961575,48.49,"4","862",0,0,184.46,34025.492,0,0,0,184.46,0,0,34025.49
"863","863","3376","0","0","1",0,0,0,0,0,0,-63.84767191,-33.04964022,43.91,"4","863",0,0,183.9,33819.21,0,0,0,183.9,0,0,33819.21
"864","864","3377","0","0","1",0,0,0,0,0,0,-63.84760164,-33.04966469,43.04,"4","864",0,0,179.44,32198.714,0,0,0,179.44,0,0,32198.71
"865","865","3378","0","0","1",0,0,0,0,0,0,-63.84753137,-33.04968916,46.44,"4","865",0,0,177.18,31392.752,0,0,0,177.18,0,0,31392.75
"866","866","3379","0","0","1",0,0,0,0,0,0,-63.8474611,-33.04971363,44.81,"4","866",0,0,178.94,32019.524,0,0,0,178.94,0,0,32019.52
"867","867","3380","0","0","1",0,0,0,0,0,0,-63.84739083,-33.04973809,46.38,"4","867",0,0,176.91,31297.148,0,0,0,176.91,0,0,31297.15
"868","868","3381","0","0","1",0,0,0,0,0,0,-63.84732055,-33.04976256,45.26,"4","868",0,0,176.66,31208.756,0,0,0,176.66,0,0,31208.76
"869","869","3382","0","0","1",0,0,0,0,0,0,-63.84725028,-33.04978703,47.32,"4","869",0,0,175.64,30849.41,0,0,0,175.64,0,0,30849.41
"870","870","3383","0","0","1",0,0,0,0,0,0,-63.84718001,-33.0498115,43.02,"4","870",0,0,179.57,32245.385,0,0,0,179.57,0,0,32245.38
"871","871","3384","0","0","1",0,0,0,0,0,0,-63.84710974,-33.04983596,47,"4","871",0,0,179.77,32317.253,0,0,0,179.77,0,0,32317.25
"872","872","3385","0","0","1",0,0,0,0,0,0,-63.84703947,-33.04986043,42.9,"4","872",0,0,179.91,32367.608,0,0,0,179.91,0,0,32367.61
"873","873","3386","0","0","1",0,0,0,0,0,0,-63.84696919,-33.0498849,48.66,"4","873",0,0,177.25,31417.563,0,0,0,177.25,0,0,31417.56
"874","874","3387","0","0","1",0,0,0,0,0,0,-63.84689892,-33.04990937,42.58,"4","874",0,0,175.38,30758.144,0,0,0,175.38,0,0,30758.14
"875","875","3388","0","0","1",0,0,0,0,0,0,-63.84682865,-33.04993383,36.08,"4","875",0,0,177.3,31435.29,0,0,0,177.3,0,0,31435.29
"876","876","3389","0","0","1",0,0,0,0,0,0,-63.84675838,-33.0499583,46.19,"4","876",0,0,177.86,31634.18,0,0,0,177.86,0,0,31634.18
"877","877","3390","0","0","1",0,0,0,0,0,0,-63.8466881,-33.04998277,40.58,"4","877",0,0,184.52,34047.63,0,0,0,184.52,0,0,34047.63
"878","878","3391","1","0","0",0,0,0,0,0,0,-63.84661783,-33.05000724,45.52,"3","878",0,0,178.49,31858.68,0,0,178.49,0,0,31858.68,0
"879","879","3392","1","0","0",0,0,0,0,0,0,-63.84654756,-33.0500317,40.67,"3","879",0,0,178.97,32030.261,0,0,178.97,0,0,32030.26,0
"880","880","3393","1","0","0",0,0,0,0,0,0,-63.84647729,-33.05005617,45.45,"3","880",0,0,171.73,29491.193,0,0,171.73,0,0,29491.19,0
"881","881","3394","1","0","0",0,0,0,0,0,0,-63.84640701,-33.05008064,43.38,"3","881",0,0,170.4,29036.16,0,0,170.4,0,0,29036.16,0
"882","882","3395","1","0","0",0,0,0,0,0,0,-63.84633674,-33.0501051,43.29,"3","882",0,0,168.73,28469.813,0,0,168.73,0,0,28469.81,0
"883","883","3396","1","0","0",0,0,0,0,0,0,-63.84626647,-33.05012957,43.93,"3","883",0,0,166.36,27675.65,0,0,166.36,0,0,27675.65,0
"884","884","3397","1","0","0",0,0,0,0,0,0,-63.8461962,-33.05015404,39.85,"3","884",0,0,171.96,29570.242,0,0,171.96,0,0,29570.24,0
"885","885","3398","1","0","0",0,0,0,0,0,0,-63.84612592,-33.05017851,40.28,"3","885",0,0,175,30625,0,0,175,0,0,30625,0
"886","886","3399","1","0","0",0,0,0,0,0,0,-63.84605565,-33.05020297,38.41,"3","886",0,0,172.1,29618.41,0,0,172.1,0,0,29618.41,0
"887","887","3400","1","0","0",0,0,0,0,0,0,-63.84598538,-33.05022744,42.47,"3","887",0,0,183.63,33719.977,0,0,183.63,0,0,33719.98,0
"888","888","3401","1","0","0",0,0,0,0,0,0,-63.84591511,-33.05025191,33.64,"3","888",0,0,194.2,37713.64,0,0,194.2,0,0,37713.64,0
"889","889","3402","1","0","0",0,0,0,0,0,0,-63.84584483,-33.05027637,34.58,"3","889",0,0,193.75,37539.063,0,0,193.75,0,0,37539.06,0
"890","890","3403","1","0","0",0,0,0,0,0,0,-63.84577456,-33.05030084,30.75,"3","890",0,0,194.82,37954.832,0,0,194.82,0,0,37954.83,0
"891","891","3404","1","0","0",0,0,0,0,0,0,-63.84570429,-33.05032531,31.44,"3","891",0,0,200.09,40036.008,0,0,200.09,0,0,40036.01,0
"892","892","3405","1","0","0",0,0,0,0,0,0,-63.84563401,-33.05034977,29.61,"3","892",0,0,200.09,40036.008,0,0,200.09,0,0,40036.01,0
"893","893","3406","1","0","0",0,0,0,0,0,0,-63.84556374,-33.05037424,26.16,"3","893",0,0,197.47,38994.401,0,0,197.47,0,0,38994.4,0
"894","894","3407","1","0","0",0,0,0,0,0,0,-63.84549347,-33.05039871,33.23,"3","894",0,0,189.93,36073.405,0,0,189.93,0,0,36073.4,0
"895","895","3408","1","0","0",0,0,0,0,0,0,-63.8454232,-33.05042317,38.59,"3","895",0,0,179.23,32123.393,0,0,179.23,0,0,32123.39,0
"896","896","3409","1","0","0",0,0,0,0,0,0,-63.84535292,-33.05044764,39.85,"3","896",0,0,180.34,32522.516,0,0,180.34,0,0,32522.52,0
"897","897","3410","1","0","0",0,0,0,0,0,0,-63.84528265,-33.05047211,41.47,"3","897",0,0,181.4,32905.96,0,0,181.4,0,0,32905.96,0
"898","898","3411","1","0","0",0,0,0,0,0,0,-63.84521238,-33.05049657,40.2,"3","898",0,0,183.28,33591.558,0,0,183.28,0,0,33591.56,0
"899","899","3412","1","0","0",0,0,0,0,0,0,-63.8451421,-33.05052104,37.45,"3","899",0,0,191.03,36492.461,0,0,191.03,0,0,36492.46,0
"900","900","3413","1","0","0",0,0,0,0,0,0,-63.84507183,-33.05054551,43.66,"3","900",0,0,193.62,37488.704,0,0,193.62,0,0,37488.7,0
"901","901","3414","1","0","0",0,0,0,0,0,0,-63.84500156,-33.05056997,41.86,"3","901",0,0,189.93,36073.405,0,0,189.93,0,0,36073.4,0
"902","902","3415","1","0","0",0,0,0,0,0,0,-63.84493128,-33.05059444,42.97,"3","902",0,0,190.16,36160.826,0,0,190.16,0,0,36160.83,0
"903","903","3416","0","1","0",0,0,0,0,0,0,-63.84486101,-33.0506189,54.98,"2","903",0,0,183.27,33587.893,0,183.27,0,0,33587.89,0,0
"904","904","3417","0","1","0",0,0,0,0,0,0,-63.84479074,-33.05064337,65.14,"2","904",0,0,171.43,29388.245,0,171.43,0,0,29388.24,0,0
"905","905","3418","0","1","0",0,0,0,0,0,0,-63.84472046,-33.05066784,73.54,"2","905",0,0,171.32,29350.542,0,171.32,0,0,29350.54,0,0
"906","906","3419","0","1","0",0,0,0,0,0,0,-63.84465019,-33.0506923,86.52,"2","906",0,0,172.18,29645.952,0,172.18,0,0,29645.95,0,0
"907","907","3420","0","1","0",0,0,0,0,0,0,-63.84457992,-33.05071677,86.85,"2","907",0,0,173.74,30185.588,0,173.74,0,0,30185.59,0,0
"908","908","3421","0","1","0",0,0,0,0,0,0,-63.84450964,-33.05074124,91.31,"2","908",0,0,169.34,28676.036,0,169.34,0,0,28676.04,0,0
"909","909","3422","0","1","0",0,0,0,0,0,0,-63.84443937,-33.0507657,94.25,"2","909",0,0,169.78,28825.248,0,169.78,0,0,28825.25,0,0
"910","910","3423","0","1","0",0,0,0,0,0,0,-63.84436909,-33.05079017,95.78,"2","910",0,0,173.25,30015.563,0,173.25,0,0,30015.56,0,0
"911","911","3424","0","1","0",0,0,0,0,0,0,-63.84429882,-33.05081463,96.29,"2","911",0,0,173.64,30150.85,0,173.64,0,0,30150.85,0,0
"912","912","3425","0","1","0",0,0,0,0,0,0,-63.84422855,-33.0508391,99.17,"2","912",0,0,173.67,30161.269,0,173.67,0,0,30161.27,0,0
"913","913","3426","0","1","0",0,0,0,0,0,0,-63.84415827,-33.05086357,96.63,"2","913",0,0,173.48,30095.31,0,173.48,0,0,30095.31,0,0
"914","914","3427","0","1","0",0,0,0,0,0,0,-63.844088,-33.05088803,95.34,"2","914",0,0,168.45,28375.402,0,168.45,0,0,28375.4,0,0
"915","915","3428","0","1","0",0,0,0,0,0,0,-63.84401773,-33.0509125,103.08,"2","915",0,0,165.35,27340.622,0,165.35,0,0,27340.62,0,0
"916","916","3429","0","1","0",0,0,0,0,0,0,-63.84394745,-33.05093696,101.86,"2","916",0,0,167.48,28049.55,0,167.48,0,0,28049.55,0,0
"917","917","3430","0","1","0",0,0,0,0,0,0,-63.84387718,-33.05096143,103.94,"2","917",0,0,165.8,27489.64,0,165.8,0,0,27489.64,0,0
"918","918","3431","0","1","0",0,0,0,0,0,0,-63.8438069,-33.05098589,104.86,"2","918",0,0,173.94,30255.124,0,173.94,0,0,30255.12,0,0
"919","919","3432","0","1","0",0,0,0,0,0,0,-63.84373663,-33.05101036,108.62,"2","919",0,0,169.48,28723.47,0,169.48,0,0,28723.47,0,0
"920","920","3433","0","1","0",0,0,0,0,0,0,-63.84366636,-33.05103483,98.37,"2","920",0,0,166.02,27562.64,0,166.02,0,0,27562.64,0,0
"921","921","3434","0","1","0",0,0,0,0,0,0,-63.84359608,-33.05105929,99.7,"2","921",0,0,169.48,28723.47,0,169.48,0,0,28723.47,0,0
"922","922","3435","0","1","0",0,0,0,0,0,0,-63.84352581,-33.05108376,97.3,"2","922",0,0,166.3,27655.69,0,166.3,0,0,27655.69,0,0
"923","923","3436","-1","-1","-1",0,0,0,0,0,0,-63.84345553,-33.05110822,103.46,"1","923",0,0,164.35,27010.922,0,-164.35,-164.35,-164.35,-27010.92,-27010.9,-27010.9
"924","924","3437","-1","-1","-1",0,0,0,0,0,0,-63.84338526,-33.05113269,107.95,"1","924",0,0,162.8,26503.84,0,-162.8,-162.8,-162.8,-26503.84,-26503.8,-26503.8
"925","925","3438","-1","-1","-1",0,0,0,0,0,0,-63.84331498,-33.05115715,98.8,"1","925",0,0,161.43,26059.645,0,-161.43,-161.43,-161.43,-26059.65,-26059.6,-26059.6
"926","926","3439","-1","-1","-1",0,0,0,0,0,0,-63.84324471,-33.05118162,98.54,"1","926",0,0,155.02,24031.2,0,-155.02,-155.02,-155.02,-24031.2,-24031.2,-24031.2
"927","927","3440","-1","-1","-1",0,0,0,0,0,0,-63.84317444,-33.05120608,101.03,"1","927",0,0,159.69,25500.896,0,-159.69,-159.69,-159.69,-25500.9,-25500.9,-25500.9
"928","928","3441","-1","-1","-1",0,0,0,0,0,0,-63.84310416,-33.05123055,100.15,"1","928",0,0,164.02,26902.56,0,-164.02,-164.02,-164.02,-26902.56,-26902.5,-26902.5
"929","929","3442","-1","-1","-1",0,0,0,0,0,0,-63.84303389,-33.05125501,98.16,"1","929",0,0,163.04,26582.042,0,-163.04,-163.04,-163.04,-26582.04,-26582,-26582
"930","930","3443","-1","-1","-1",0,0,0,0,0,0,-63.84296361,-33.05127948,101.69,"1","930",0,0,169.97,28889.801,0,-169.97,-169.97,-169.97,-28889.8,-28889.8,-28889.8
"931","931","3444","-1","-1","-1",0,0,0,0,0,0,-63.84289334,-33.05130394,107.59,"1","931",0,0,169.97,28889.801,0,-169.97,-169.97,-169.97,-28889.8,-28889.8,-28889.8
"932","932","3445","-1","-1","-1",0,0,0,0,0,0,-63.84282306,-33.05132841,94.65,"1","932",0,0,165.06,27244.804,0,-165.06,-165.06,-165.06,-27244.8,-27244.8,-27244.8
"933","933","3446","-1","-1","-1",0,0,0,0,0,0,-63.84275279,-33.05135288,103.35,"1","933",0,0,172.3,29687.29,0,-172.3,-172.3,-172.3,-29687.29,-29687.2,-29687.2
"934","934","3447","-1","-1","-1",0,0,0,0,0,0,-63.84268251,-33.05137734,108.84,"1","934",0,0,178.52,31869.39,0,-178.52,-178.52,-178.52,-31869.39,-31869.3,-31869.3
"935","935","3448","-1","-1","-1",0,0,0,0,0,0,-63.84261224,-33.05140181,103.97,"1","935",0,0,177.19,31396.296,0,-177.19,-177.19,-177.19,-31396.3,-31396.3,-31396.3
"936","936","3449","-1","-1","-1",0,0,0,0,0,0,-63.84254196,-33.05142627,100.41,"1","936",0,0,170.49,29066.84,0,-170.49,-170.49,-170.49,-29066.84,-29066.8,-29066.8
"937","937","3450","-1","-1","-1",0,0,0,0,0,0,-63.84247169,-33.05145074,98.33,"1","937",0,0,170.4,29036.16,0,-170.4,-170.4,-170.4,-29036.16,-29036.1,-29036.1
"938","938","3451","-1","-1","-1",0,0,0,0,0,0,-63.84240142,-33.0514752,100.8,"1","938",0,0,169.25,28645.563,0,-169.25,-169.25,-169.25,-28645.56,-28645.5,-28645.5
"939","939","3452","-1","-1","-1",0,0,0,0,0,0,-63.84233114,-33.05149966,93.85,"1","939",0,0,171.48,29405.39,0,-171.48,-171.48,-171.48,-29405.39,-29405.3,-29405.3
"940","940","3453","-1","-1","-1",0,0,0,0,0,0,-63.84226087,-33.05152413,91.3,"1","940",0,0,170.14,28947.62,0,-170.14,-170.14,-170.14,-28947.62,-28947.6,-28947.6
"941","941","3454","-1","-1","-1",0,0,0,0,0,0,-63.84219059,-33.05154859,94.9,"1","941",0,0,169.91,28869.408,0,-169.91,-169.91,-169.91,-28869.41,-28869.4,-28869.4
"942","942","3455","-1","-1","-1",0,0,0,0,0,0,-63.84212032,-33.05157306,91.86,"1","942",0,0,169.72,28804.878,0,-169.72,-169.72,-169.72,-28804.88,-28804.8,-28804.8
"943","943","3456","-1","-1","-1",0,0,0,0,0,0,-63.84205004,-33.05159752,91.21,"1","943",0,0,168.2,28291.24,0,-168.2,-168.2,-168.2,-28291.24,-28291.2,-28291.2
"944","944","3457","-1","-1","-1",0,0,0,0,0,0,-63.84197977,-33.05162199,93.25,"1","944",0,0,167.33,27999.329,0,-167.33,-167.33,-167.33,-27999.33,-27999.3,-27999.3
"945","945","3458","-1","-1","-1",0,0,0,0,0,0,-63.84190949,-33.05164645,91.76,"1","945",0,0,173.41,30071.028,0,-173.41,-173.41,-173.41,-30071.03,-30071,-30071
"946","946","3469","0","0","1",0,0,50.6,0,0,2560.36,-63.84848612,-33.04928743,95.49,"4","946",50.6,2560.36,170.61,29107.772,8632.866,0,0,170.61,0,0,29107.77
"947","947","3470","0","0","1",0,0,50.6,0,0,2560.36,-63.84841585,-33.04931189,100.92,"4","947",50.6,2560.36,128.84,16599.746,6519.304,0,0,128.84,0,0,16599.75
"948","948","3471","0","0","1",0,0,50.6,0,0,2560.36,-63.84834558,-33.04933636,93.55,"4","948",50.6,2560.36,148.11,21936.572,7494.366,0,0,148.11,0,0,21936.57
"949","949","3472","0","0","1",0,0,50.6,0,0,2560.36,-63.84827531,-33.04936083,89.09,"4","949",50.6,2560.36,162.27,26331.553,8210.862,0,0,162.27,0,0,26331.55
"950","950","3473","0","0","1",0,0,50.6,0,0,2560.36,-63.84820503,-33.0493853,89.88,"4","950",50.6,2560.36,174.4,30415.36,8824.64,0,0,174.4,0,0,30415.36
"951","951","3474","0","0","1",0,0,50.6,0,0,2560.36,-63.84813476,-33.04940977,83.58,"4","951",50.6,2560.36,176.33,31092.269,8922.298,0,0,176.33,0,0,31092.27
"952","952","3475","0","0","1",0,0,50.6,0,0,2560.36,-63.84806449,-33.04943423,89.63,"4","952",50.6,2560.36,174.77,30544.553,8843.362,0,0,174.77,0,0,30544.55
"953","953","3476","0","0","1",0,0,50.6,0,0,2560.36,-63.84799422,-33.0494587,80.58,"4","953",50.6,2560.36,174.41,30418.848,8825.146,0,0,174.41,0,0,30418.85
